Name,Commentario,Indicadores Presidencia,Operativo Anual,Operativo Diario,Operativo Fin de Semana y Semanal,Operativo Mensual,Tendencia Firme / No Firme,Ventas por Tienda y Division,Ventas Presidencia,Ventas Restaurantes,Ventas Viajes Palacio
27/06/24,"Se presenta una diferencia del 2% entre ECC y PDTA en Tienda Santa Fe. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
28/06/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Venta por Internet. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
29/06/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
30/06/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Tienda Nuevo Coyoacan y Casa Palacio Santa Fe. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
01/05/24,,OK,N/A,OK,N/A,OK,OK,OK,OK,OK,OK
02/05/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
03/05/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
04/05/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
05/05/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
06/05/24,,NO,OK,OK,OK,OK,OK,OK,OK,OK,OK
07/05/24,,OK,N/A,OK,N/A,N/A,NO,OK,OK,OK,OK
08/05/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
09/05/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
10/05/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
11/05/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
12/05/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
13/05/24,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
14/05/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
15/05/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
16/05/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
17/05/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
18/05/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
19/05/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
20/05/24,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
21/05/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
22/05/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
23/05/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
24/05/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
25/05/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
26/05/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
27/05/24,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
28/05/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
29/05/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
30/05/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
31/05/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
01/04/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Ventas por Teléfono. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la operación de la cadena.",OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
02/04/24,"Se detectaron diferencias representativas entre ECC y PDTA para las Tiendas Centro, Perisur, Interlomas, Satélite y Veracruz, el equipo de EPH encontró más de mil transacciones con error. Al corregirlo, el equipo de Operaciones realizó el reproceso de Ventas Contabilizadas y los reportes diarios a destinatarios finales se realizó a las 13:30 hrs.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
03/04/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
04/04/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
05/04/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
06/04/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
07/04/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
08/04/24,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
09/04/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
10/04/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
11/04/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
12/04/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
13/04/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
14/04/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
15/04/24,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
16/04/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
17/04/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
18/04/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
19/04/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
20/04/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
21/04/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
22/04/24,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
23/04/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
24/04/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
25/04/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
26/04/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
27/04/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
28/04/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
29/04/24,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
30/04/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
01/03/24,,OK,N/A,OK,N/A,OK,OK,OK,OK,OK,OK
02/03/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
03/03/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
04/03/24,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
05/03/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
06/03/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
07/03/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
08/03/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
09/03/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
10/03/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
11/03/24,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
12/03/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
13/03/24,"Se identificó un problema en la generación de los reportes  diarios, se identificaron los reportes afectados y el equipo realizó el WA; sin embargo, el error constió en que la IPV6 dinámica (temporal) en la configuración de Tableau había cambiado. El error presentado impactó la entrega de reportes hasta las 6:05 am.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
14/03/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
15/03/24,"Dentro de la cadena productiva se identificó que el archivo de TraficoEcomm.txt contenía fecha incorrecta , por lo cual se procedió a notificar a cliente el caso presentado, y se levantó un ticket a la mesa correspondiente como P1 derivado a que este archivo impacta en la cadena productiva eh impide el envío de los reportes diarios. Una vez solventado el tema, el envío de reportes a destinatarios finales se realizó a las 6:35.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
16/03/24,"Dentro de la cadena productiva se identificó que el archivo de TraficoEcomm.txt contenía fecha incorrecta , por lo cual  se procedió a ejecutar el WorkAround propuesto por el cliente para solventar el problema. Una vez solventado el tema, el envío de reportes a destinatarios finales se realizó a las 6:18.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
17/03/24,"Dentro de la cadena productiva se identificó que el archivo de TraficoEcomm.txt contenía fecha incorrecta , por lo cual  se procedió a ejecutar el WorkAround propuesto por el cliente para solventar el problema. Una vez solventado el tema, el envío de reportes a destinatarios finales.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
18/03/24,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
19/03/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
20/03/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
21/03/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
22/03/24,"Se presenta una diferencia del 1% entre ECC y PDTA en la Tienda Polanco y Tienda Interlomas. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la operación de la cadena.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
23/03/24,"Se presenta una diferencia del 1% entre ECC y PDTA en la Nuevo Coyoacán, Ventas por Teléfono y Ventas por Internet y del 2% en Tienda Santa Fe. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la operación de la cadena.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
24/03/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Casa Palacio Santa Fe . Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la operación de la cadena.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
25/03/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Tienda Polanco . Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la operación de la cadena.",OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
26/03/24,"Se presenta una diferencia del -14% entre ECC y PDTA en Casa Palacio Santa Fe. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la operación de la cadena.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
27/03/24,"Se presenta una diferencia del 1% entre ECC y PDTA en TiendaDurango, Ventas por Teléfono y Ventas por Internet. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la operación de la cadena.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
28/03/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Tienda Nuevo Coyoacan, Ventas por Teléfono y Ventas por Internet. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la operación de la cadena.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
29/03/24,"Se presenta una diferencia del 1% entre ECC y PDTA en Ventas por Teléfono y Ventas por Internet y del 35% en Casa Palacio Santa Fe. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la operación de la cadena.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
30/03/24,"Se presenta una diferencia del 1% entre ECC y PDTA en la Tienda Casa Palacio Santa Fe. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la operación de la cadena.",OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
01/02/24,,OK,N/A,OK,N/A,OK,OK,OK,OK,OK,OK
02/02/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
03/02/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
04/02/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
05/02/24,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
06/02/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
07/02/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
08/02/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
09/02/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
10/02/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
11/02/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
12/02/24,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
13/02/24,,OK,N/A,OK,N/A,N/A,NO,OK,OK,OK,OK
14/02/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
15/02/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
16/02/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
17/02/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
18/02/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
19/02/24,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
20/02/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
21/02/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
22/02/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
23/02/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
24/02/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
25/02/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
26/02/24,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
27/02/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
28/02/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
29/02/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
01/01/24,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
02/01/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
03/01/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
04/01/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
05/01/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
06/01/24,Se presento un retraso en la cade productiva Ventas BI 2.0 esto derivo que el envío de los reportes finalizará a las 13:48,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
07/01/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
01/08/24,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
09/01/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
10/01/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
01/11/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
12/01/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
13/01/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
14/01/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
15/01/24,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
16/01/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
17/01/24,,NO,N/A,NO,N/A,N/A,NO,NO,NO,NO,NO
18/01/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
19/01/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
20/01/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
21/01/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
22/01/24,,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
23/01/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
24/01/24,,OK,N/A,OK,N/A,N/A,OK,OK,OK,OK,OK
